query_number,query_tweet_id,query_conversation_id,query_text,true_intent,predicted_intent,prediction_confidence,rank,final_score,similarity,semantic_similarity,retrieval_score,evidence_quality_score,evidence_quality_reason,actionable,generic_response,evidence_relevance_score,problem_match_score,problem_match_reason,entity_overlap,entity_mismatch,issue_overlap,issue_mismatch,relevance_accepted,relevance_reason,historical_conversation_id,historical_intent,intent_match,historical_customer,historical_response,diagnostic_relevance
126,2169837,apple_021326,Man @115858 need to fix this shit!!! I’m so sick the letter “I️” messing up!,ios_software_update,ios_software_update,0.1528567524541071,2,0.49357488351322704,0.37504863893211443,0.37504863893211443,0.49357488351322704,0.93,troubleshooting guidance + link provided,True,False,0.6018,0.5,intent alignment without specific issue keywords,[],False,[],False,True,intent agreement + problem: intent alignment without specific issue keywords + ACCEPTED: grounded evidence,apple_015578,ios_software_update,True,Can you fix this i shit I’m so sick of typing lowercase Ls @115858,@629043 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,2
126,2169837,apple_021326,Man @115858 need to fix this shit!!! I’m so sick the letter “I️” messing up!,ios_software_update,ios_software_update,0.1528567524541071,3,0.488646257585159,0.36335378295803566,0.36335378295803566,0.488646257585159,0.93,troubleshooting guidance + link provided,True,False,0.5988,0.5,intent alignment without specific issue keywords,[],False,[],False,True,intent agreement + problem: intent alignment without specific issue keywords + ACCEPTED: grounded evidence,apple_014414,ios_software_update,True,@115858 y’all need to fix this I️ shit😒,@508898 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/tqme2m68En,2
126,2169837,apple_021326,Man @115858 need to fix this shit!!! I’m so sick the letter “I️” messing up!,ios_software_update,ios_software_update,0.1528567524541071,4,0.4806521087065238,0.42807757440885535,0.42807757440885535,0.4806521087065238,0.75,support resource link,False,False,0.597,0.5,intent alignment without specific issue keywords,[],False,[],False,True,intent agreement + problem: intent alignment without specific issue keywords + ACCEPTED: grounded evidence,apple_027434,ios_software_update,True,I️ need @115858 to fix this shit,@598794 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,2
126,2169837,apple_021326,Man @115858 need to fix this shit!!! I’m so sick the letter “I️” messing up!,ios_software_update,ios_software_update,0.1528567524541071,5,0.46708589010093005,0.3282136494769474,0.3282136494769474,0.46708589010093005,0.93,troubleshooting guidance + link provided,True,False,0.5901,0.5,intent alignment without specific issue keywords,[],False,[],False,True,intent agreement + problem: intent alignment without specific issue keywords + ACCEPTED: grounded evidence,apple_077880,ios_software_update,True,Apple need to fix this shit!!!!! I️ @115858,@526607 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,2
127,2070482,apple_075064,"Hey @115858 11.0.2 sucks and glitched my clock away, and screwed up locked screen #fixit",screen_display,screen_display,1.0,1,0.4855833348400247,0.1623801792157668,0.1623801792157668,0.4855833348400247,1.0,troubleshooting guidance + diagnostic questions + support resource link,True,False,0.7131,0.95,exact problem match (account:locked),['screen'],False,['account:locked'],False,True,intent agreement + entity overlap (screen) + problem: exact problem match (account:locked) + ACCEPTED: grounded evidence,apple_022334,screen_display,True,Apple need to sort out not being able to view messages on your locked screen. This is now my locked screen 👏🏻 👏🏻 👏🏻 @AppleSupport https://t.co/Ww3buKPSwX,@668810 We'd love to help! Which version of iOS 11 are you updated to? Does restarting resolve the problem? DM us to let us know. https://t.co/GDrqU22YpT,1
127,2070482,apple_075064,"Hey @115858 11.0.2 sucks and glitched my clock away, and screwed up locked screen #fixit",screen_display,screen_display,1.0,2,0.48012522981611827,0.14939617586966747,0.14939617586966747,0.48012522981611827,1.0,troubleshooting guidance + support resource link,True,False,0.7098,0.95,exact problem match (account:locked),['screen'],False,['account:locked'],False,True,intent agreement + entity overlap (screen) + problem: exact problem match (account:locked) + ACCEPTED: grounded evidence,apple_025791,screen_display,True,@AppleSupport New bug on IOS 11.0.3 🤔 (no time on the locked screen) https://t.co/mOcYPL5SL6,@565664 We want to help. Please let us know in DM if restarting your device resolves the issue. https://t.co/GDrqU22YpT,1
127,2070482,apple_075064,"Hey @115858 11.0.2 sucks and glitched my clock away, and screwed up locked screen #fixit",screen_display,screen_display,1.0,3,0.4765557465272565,0.14081943309560938,0.14081943309560938,0.4765557465272565,1.0,troubleshooting guidance + diagnostic questions + support resource link,True,False,0.7077,0.95,exact problem match (account:locked),['screen'],False,['account:locked'],False,True,intent agreement + entity overlap (screen) + problem: exact problem match (account:locked) + ACCEPTED: grounded evidence,apple_054817,screen_display,True,@115858 why is this my new locked screen? Annoying. #ios  #ios11update #ios11 https://t.co/JB06P2htga,@564092 Please send a DM and tell us what version of iOS 11 you see under Settings &gt; General &gt; About &gt; Version. We'd love to help. https://t.co/GDrqU22YpT,1
127,2070482,apple_075064,"Hey @115858 11.0.2 sucks and glitched my clock away, and screwed up locked screen #fixit",screen_display,screen_display,1.0,4,0.46104947673811625,0.12104404162783063,0.12104404162783063,0.46104947673811625,0.95,diagnostic questions + support resource link,True,False,0.6978,0.95,exact problem match (account:locked),['screen'],False,['account:locked'],False,True,intent agreement + entity overlap (screen) + problem: exact problem match (account:locked) + ACCEPTED: grounded evidence,apple_049955,screen_display,True,iOS 11 has to be the worst @AppleSupport have made. Can’t even skip my songs on locked screen. #heapofshit #sortitout,@542522 Hi there. We'll be glad check into this with you. Please send a DM and let us know which iOS version you're running: https://t.co/GDrqU22YpT,1
127,2070482,apple_075064,"Hey @115858 11.0.2 sucks and glitched my clock away, and screwed up locked screen #fixit",screen_display,screen_display,1.0,5,0.4601939554217248,0.10176129222785901,0.10176129222785901,0.4601939554217248,1.0,troubleshooting guidance + support resource link,True,False,0.6979,0.95,exact problem match (account:locked),['screen'],False,['account:locked'],False,True,intent agreement + entity overlap (screen) + problem: exact problem match (account:locked) + ACCEPTED: grounded evidence,apple_077328,screen_display,True,Cheers @115858. Love having navigation on and then having absolutely nothing show up on a locked screen. Not even an option for unlocking the phone. Had to reset my phone mid trip. Another reason IOS11 sucks. https://t.co/KAqlvJoAMB,@727170 We'd be happy to check on this with you. Send us a DM with the steps you took to perform the reset. We can work with you from there. https://t.co/GDrqU22YpT,1
128,1814499,apple_013173,@115858 I can never catch a 🤬 break with y’all! I just bought a new headphone adapter listened to a whole song &amp; now it not being recognized,audio_speaker,audio_speaker,1.0,1,0.48476971253258594,0.16045657690387558,0.16045657690387558,0.48476971253258594,1.0,troubleshooting guidance + diagnostic questions,True,False,0.7126,0.95,exact problem match (audio:headphones),['speaker'],False,['audio:headphones'],False,True,intent agreement + entity overlap (speaker) + problem: exact problem match (audio:headphones) + ACCEPTED: grounded evidence,apple_053250,audio_speaker,True,"@AppleSupport Newest update, iPhone 7 Plus, will not accept the headphone adapter made by Apple.","@593223 We're here for you. In order to better understand the issue at hand, we'd like to know a few things: which device you're using, what version of iOS (Settings &gt; General &gt; About), and which accessory you're using. Thanks!",1
128,1814499,apple_013173,@115858 I can never catch a 🤬 break with y’all! I just bought a new headphone adapter listened to a whole song &amp; now it not being recognized,audio_speaker,audio_speaker,1.0,2,0.483070210205008,0.1826150660294379,0.1826150660294379,0.483070210205008,0.8,diagnostic questions,True,False,0.7382,0.95,exact problem match (audio:headphones),['speaker'],False,['audio:headphones'],False,True,intent agreement + entity overlap (speaker) + problem: exact problem match (audio:headphones) + ACCEPTED: grounded evidence,apple_025111,audio_speaker,True,ive managed not to lose my headphone adapter but now its not working @AppleSupport send me a new one https://t.co/NlYP0Xgbhn,@294779 We want to get you listening to your tunes again. Are you able to hear any sound? Do the headphones work with other devices?,1
128,1814499,apple_013173,@115858 I can never catch a 🤬 break with y’all! I just bought a new headphone adapter listened to a whole song &amp; now it not being recognized,audio_speaker,audio_speaker,1.0,3,0.46703950642989916,0.21367485761404936,0.21367485761404936,0.46703950642989916,0.6,substantive response,False,False,0.7259,0.95,exact problem match (audio:headphones),['speaker'],False,['audio:headphones'],False,True,intent agreement + entity overlap (speaker) + problem: exact problem match (audio:headphones) + ACCEPTED: grounded evidence,apple_002009,audio_speaker,True,@AppleSupport your most recent update caused my new headphone adapter to not work..  know any way to fix it?  I’ve got an iPhone 7,"@212790 We're glad to help! Let's look into this together. Were you able to test other headphones, or connect your adapter to another iOS device, in order to isolate the cause of this behavior to the adapter itself?",1
128,1814499,apple_013173,@115858 I can never catch a 🤬 break with y’all! I just bought a new headphone adapter listened to a whole song &amp; now it not being recognized,audio_speaker,audio_speaker,1.0,4,0.45866001578514504,0.2491228624040176,0.2491228624040176,0.45866001578514504,0.6,substantive response,False,False,0.6948,0.95,exact problem match (audio:headphones),['speaker'],False,['audio:headphones'],False,True,intent agreement + entity overlap (speaker) + problem: exact problem match (audio:headphones) + ACCEPTED: grounded evidence,apple_023306,audio_speaker,True,@AppleSupport The headphone adapter for the 7,"@388835 We'd like to see how we can help. Let us know what adapter you're referring to, and how it's not working. We'll get started.",1
128,1814499,apple_013173,@115858 I can never catch a 🤬 break with y’all! I just bought a new headphone adapter listened to a whole song &amp; now it not being recognized,audio_speaker,audio_speaker,1.0,5,0.45582740775304953,0.17786734559820094,0.17786734559820094,0.45582740775304953,0.75,support resource link,False,False,0.692,0.95,exact problem match (audio:headphones),['speaker'],False,['audio:headphones'],False,True,intent agreement + entity overlap (speaker) + problem: exact problem match (audio:headphones) + ACCEPTED: grounded evidence,apple_068582,audio_speaker,True,I just lost my headphone adapter. What am I supposed to do now? Not listen to music? @AppleSupport  🤧,@712785 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,1
129,2518304,apple_056660,Hey @115858 why can’t I make any phone calls? It’s been nearly an hour of my iPhone not working.  #sos 📱,calls_cellular,calls_cellular,1.0,1,0.5725143724774598,0.502892535008631,0.502892535008631,0.5725143724774598,1.0,troubleshooting guidance + diagnostic questions,True,False,0.6982,0.7,intent and entity alignment (calls),['calls'],False,['calls'],False,True,intent agreement + entity overlap (calls) + problem: intent and entity alignment (calls) + ACCEPTED: grounded evidence,apple_025165,calls_cellular,True,I cannot make any phone calls! 😡 @AppleSupport @115858 #2weeksstillgoing,@541800 We want to help you. Which iOS version is your device currently running? We want to make sure you're running the latest.,2
129,2518304,apple_056660,Hey @115858 why can’t I make any phone calls? It’s been nearly an hour of my iPhone not working.  #sos 📱,calls_cellular,calls_cellular,1.0,2,0.48603436625824215,0.303524092134183,0.303524092134183,0.48603436625824215,0.95,diagnostic questions + support resource link,True,False,0.6434,0.7,intent and entity alignment (calls),['calls'],False,['calls'],False,True,intent agreement + entity overlap (calls) + problem: intent and entity alignment (calls) + ACCEPTED: grounded evidence,apple_026544,calls_cellular,True,I can’t make phone calls 🙃 @AppleSupport https://t.co/aNdVFdzL1o,@675683 Let's see how we can best help you with this! Have you tried these steps here to see if this helps? https://t.co/U53YusKX3z,1
129,2518304,apple_056660,Hey @115858 why can’t I make any phone calls? It’s been nearly an hour of my iPhone not working.  #sos 📱,calls_cellular,calls_cellular,1.0,3,0.4810052253339279,0.19985367756185587,0.19985367756185587,0.4810052253339279,0.93,troubleshooting guidance + link provided,True,False,0.693,0.7,"intent and entity alignment (iphone, calls)","['iphone', 'calls']",False,"['iphone', 'calls']",False,True,"intent agreement + entity overlap (iphone, calls) + problem: intent and entity alignment (iphone, calls) + ACCEPTED: grounded evidence",apple_047327,calls_cellular,True,@AppleSupport wyd? I can’t make phone calls or answer,"@717963 We know how important being able to make and receive calls is. Try restarting your iPhone: https://t.co/OWRDHWSt4h If this continues, DM us wireless carrier, and we'll look into this. https://t.co/GDrqU22YpT",1
129,2518304,apple_056660,Hey @115858 why can’t I make any phone calls? It’s been nearly an hour of my iPhone not working.  #sos 📱,calls_cellular,calls_cellular,1.0,4,0.4751914641825632,0.28660609209987953,0.28660609209987953,0.4751914641825632,0.88,diagnostic questions + link provided,True,False,0.6322,0.7,intent and entity alignment (calls),['calls'],False,['calls'],False,True,intent agreement + entity overlap (calls) + problem: intent and entity alignment (calls) + ACCEPTED: grounded evidence,apple_037269,calls_cellular,True,@AppleSupport my phone is not able to receive or make any phone calls.,"@718383 Let's look into this for you. What happens when you attempt to make a phone call? Also, what iOS version are you currently running? Let us know in DM. https://t.co/GDrqU22YpT",2
129,2518304,apple_056660,Hey @115858 why can’t I make any phone calls? It’s been nearly an hour of my iPhone not working.  #sos 📱,calls_cellular,calls_cellular,1.0,5,0.4646845967617026,0.1527601201362827,0.1527601201362827,0.4646845967617026,1.0,troubleshooting guidance + diagnostic questions + link provided,True,False,0.6732,0.8,strongly related problem in wifi (not_working vs disconnecting),"['iphone', 'calls']",False,['wifi'],False,True,"intent agreement + entity overlap (iphone, calls) + problem: strongly related problem in wifi (not_working vs disconnecting) + ACCEPTED: grounded evidence",apple_009643,calls_cellular,True,"@AppleSupport I cannot make/receive phone calls on my iPhone. Disconnects immediately w/message “Call Ended.” At 87, My phone is my lifeline","@330738 We’re here for you, and we’ll do our best to make sure you iPhone can make and receive calls.  When did this start?  Do you lose service during this?  Please answer in DM. https://t.co/GDrqU22YpT",1
130,1557118,apple_050127,Hey @115858 can u fix the ‘eye’ issue so EYE can stop sounding ridiculous in my emails to my profs,ios_software_update,ios_software_update,0.133993695412565,1,0.5406526583565258,0.5133952924790379,0.5133952924790379,0.5406526583565258,0.93,troubleshooting guidance + link provided,True,False,0.6363,0.5,intent alignment without specific issue keywords,[],False,[],False,True,intent agreement + problem: intent alignment without specific issue keywords + ACCEPTED: grounded evidence,apple_051115,ios_software_update,True,@115858 FIX THE EYE ISSUE,@529629 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,2
130,1557118,apple_050127,Hey @115858 can u fix the ‘eye’ issue so EYE can stop sounding ridiculous in my emails to my profs,ios_software_update,ios_software_update,0.133993695412565,2,0.48026854106160444,0.3433285655607986,0.3433285655607986,0.48026854106160444,0.93,troubleshooting guidance + link provided,True,False,0.5938,0.5,intent alignment without specific issue keywords,[],False,[],False,True,intent agreement + problem: intent alignment without specific issue keywords + ACCEPTED: grounded evidence,apple_033225,ios_software_update,True,@115858 FIX THE IPHONE BUG SO EYE CAN WRITE THE LETTER EYE WITHOUT SOUNDING LIKE A PIRATE SMH,@499888 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,2
130,1557118,apple_050127,Hey @115858 can u fix the ‘eye’ issue so EYE can stop sounding ridiculous in my emails to my profs,ios_software_update,ios_software_update,0.133993695412565,3,0.47875451788575923,0.3397043068162064,0.3397043068162064,0.47875451788575923,0.93,troubleshooting guidance + link provided,True,False,0.5929,0.5,intent alignment without specific issue keywords,[],False,[],False,True,intent agreement + problem: intent alignment without specific issue keywords + ACCEPTED: grounded evidence,apple_014644,ios_software_update,True,@AppleSupport can u please fix the keyboard thing so eye can type the letter eye?!,@509372 We’re here for you. Here’s a work around for the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,2
130,1557118,apple_050127,Hey @115858 can u fix the ‘eye’ issue so EYE can stop sounding ridiculous in my emails to my profs,ios_software_update,ios_software_update,0.133993695412565,4,0.46031787856334433,0.3112557142573484,0.3112557142573484,0.46031787856334433,0.93,troubleshooting guidance + link provided,True,False,0.5858,0.5,intent alignment without specific issue keywords,[],False,[],False,True,intent agreement + problem: intent alignment without specific issue keywords + ACCEPTED: grounded evidence,apple_032721,ios_software_update,True,@AppleSupport @115858 fix the “eye” glitch.,"@680100 We recently released an iOS update, 11.1.1, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. How to back up: 

https://t.co/4f8hwT5to6",1
130,1557118,apple_050127,Hey @115858 can u fix the ‘eye’ issue so EYE can stop sounding ridiculous in my emails to my profs,ios_software_update,ios_software_update,0.133993695412565,5,0.44042957944545374,0.24813588054069832,0.24813588054069832,0.44042957944545374,0.93,troubleshooting guidance + link provided,True,False,0.57,0.5,intent alignment without specific issue keywords,[],False,[],False,True,intent agreement + problem: intent alignment without specific issue keywords + ACCEPTED: grounded evidence,apple_001126,ios_software_update,True,"@115858 please fix this bug so “eye” can type the actual letter “eye” and not look like an idiot, thanks 🙄",@501499 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,2
131,2408473,apple_021786,You know.. this whole “I️” problem is getting on my nerves. I️ have to rearrange my tweets cause they look stupid. @115858 what are y’all waiting for to fix this problem? Got yourselves an iPhone X but can’t fax an emoji problem? Good job. What would Steve Jobs say! Psh.,ios_software_update,ios_software_update,0.13601902217226738,1,0.4509873875230126,0.1377452193789916,0.1377452193789916,0.4509873875230126,1.0,troubleshooting guidance + support resource link,True,False,0.6594,0.7,intent and entity alignment (iphone),['iphone'],False,['iphone'],False,True,intent agreement + entity overlap (iphone) + problem: intent and entity alignment (iphone) + ACCEPTED: grounded evidence,apple_071494,ios_software_update,True,"@115858  needs to fix this "" I️ "" problem when","@666596 We're here to help. We released an update to address this issue. Back up your iPhone and update following these steps: https://t.co/80YRnjDFDk After the update, if you're still seeing the issue when you type (not in previous messages), let us know.",1
131,2408473,apple_021786,You know.. this whole “I️” problem is getting on my nerves. I️ have to rearrange my tweets cause they look stupid. @115858 what are y’all waiting for to fix this problem? Got yourselves an iPhone X but can’t fax an emoji problem? Good job. What would Steve Jobs say! Psh.,ios_software_update,ios_software_update,0.13601902217226738,2,0.44701785153862406,0.12134918803471889,0.12134918803471889,0.44701785153862406,1.0,troubleshooting guidance + diagnostic questions + support resource link,True,False,0.6553,0.7,intent and entity alignment (iphone),['iphone'],False,['iphone'],False,True,intent agreement + entity overlap (iphone) + problem: intent and entity alignment (iphone) + ACCEPTED: grounded evidence,apple_020581,ios_software_update,True,"To anyone reading this: DO NOT install iOS 11.0.1 on your phone.

My iPhone 7 can't process well after and it's really getting on my nerves. Apps are crashing and freezing whenever I start them. 

@115858 @AppleSupport guys I hope you're fixing this problem. :(","@237892 We want to help. There's an update available for iOS 11.1.2? Have you tried updating to the latest software version? If, not, let's go ahead and do so. Please be sure that you have a current iCloud or iTunes backup before doing so: https://t.co/4f8hwT5to6",1
131,2408473,apple_021786,You know.. this whole “I️” problem is getting on my nerves. I️ have to rearrange my tweets cause they look stupid. @115858 what are y’all waiting for to fix this problem? Got yourselves an iPhone X but can’t fax an emoji problem? Good job. What would Steve Jobs say! Psh.,ios_software_update,ios_software_update,0.13601902217226738,3,0.4426361184603423,0.19740561588347158,0.19740561588347158,0.4426361184603423,0.75,support resource link,False,False,0.6494,0.7,intent and entity alignment (iphone),['iphone'],False,['iphone'],False,True,intent agreement + entity overlap (iphone) + problem: intent and entity alignment (iphone) + ACCEPTED: grounded evidence,apple_074948,ios_software_update,True,"@AppleSupport  Still waiting for bug fix on iOS 11.0.3! @116333 SHAME on you! What would Steve say,about iPhone 8, iPhone X and iOS 11 ???",@571381 We're here to help. Send us a DM letting us know which device you're using and the issue you're experiencing. We'll continue there. https://t.co/GDrqU22YpT,1
131,2408473,apple_021786,You know.. this whole “I️” problem is getting on my nerves. I️ have to rearrange my tweets cause they look stupid. @115858 what are y’all waiting for to fix this problem? Got yourselves an iPhone X but can’t fax an emoji problem? Good job. What would Steve Jobs say! Psh.,ios_software_update,ios_software_update,0.13601902217226738,4,0.42643897559844296,0.11375482221713369,0.11375482221713369,0.42643897559844296,0.88,diagnostic questions + link provided,True,False,0.6414,0.7,intent and entity alignment (iphone),['iphone'],False,['iphone'],False,True,intent agreement + entity overlap (iphone) + problem: intent and entity alignment (iphone) + ACCEPTED: grounded evidence,apple_036012,ios_software_update,True,Can you please fix this problem? @115858 @AppleSupport #droppedcalls #lag #batterymurderer #iphone7,"@541800 We can sort this out together. To start, DM the version of iOS 11 your iPhone 7 is on, and we’ll go from there. https://t.co/GDrqU22YpT",1
131,2408473,apple_021786,You know.. this whole “I️” problem is getting on my nerves. I️ have to rearrange my tweets cause they look stupid. @115858 what are y’all waiting for to fix this problem? Got yourselves an iPhone X but can’t fax an emoji problem? Good job. What would Steve Jobs say! Psh.,ios_software_update,ios_software_update,0.13601902217226738,5,0.40933177115287583,0.11783258546691436,0.11783258546691436,0.40933177115287583,0.75,support resource link,False,False,0.6295,0.7,intent and entity alignment (iphone),['iphone'],False,['iphone'],False,True,intent agreement + entity overlap (iphone) + problem: intent and entity alignment (iphone) + ACCEPTED: grounded evidence,apple_058258,ios_software_update,True,"@AppleSupport So first I was forced to update my iPhone 6 to iOS 11, after that I noticed that he became so slow, and now outta the blue he’s randomly restarting itself. I mean honestly speaking, what should I expect next ? Cause this last update is getting on my nerves tbh. Thanks.",@229541 Thanks for reaching out to us. We are always happy to help. Send us a DM and tell us where you're having trouble. We'll help you there. https://t.co/GDrqU22YpT,1
132,2001552,apple_041854,@115858 what’s up with the 8S Plus not autolocking? Pretty annoying... sounds like a common problem.,other_unclear,other_unclear,0.14258065121902552,1,0.4834104986549549,0.3693877145787891,0.3693877145787891,0.4834104986549549,0.93,troubleshooting guidance + link provided,True,False,0.6003,0.5,intent alignment without specific issue keywords,[],False,[],False,True,intent agreement + problem: intent alignment without specific issue keywords + ACCEPTED: grounded evidence,apple_076532,other_unclear,True,@115858 @AppleSupport what’s up with the I️?,@629324 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,1
132,2001552,apple_041854,@115858 what’s up with the 8S Plus not autolocking? Pretty annoying... sounds like a common problem.,other_unclear,other_unclear,0.14258065121902552,2,0.46688459777536984,0.2870084894619927,0.2870084894619927,0.46688459777536984,1.0,troubleshooting guidance + support resource link,True,False,0.5868,0.5,intent alignment without specific issue keywords,[],False,[],False,True,intent agreement + problem: intent alignment without specific issue keywords + ACCEPTED: grounded evidence,apple_033086,other_unclear,True,@AppleSupport what’s up with this I️ I️ I️ I️,@485046 We want your keyboard working for you; we'll do all we can to help. Let's try these steps: https://t.co/sDSg942Lx2,0
132,2001552,apple_041854,@115858 what’s up with the 8S Plus not autolocking? Pretty annoying... sounds like a common problem.,other_unclear,other_unclear,0.14258065121902552,3,0.4619418462777395,0.27526747149588054,0.27526747149588054,0.4619418462777395,1.0,troubleshooting guidance + support resource link,True,False,0.5838,0.5,intent alignment without specific issue keywords,[],False,[],False,True,intent agreement + problem: intent alignment without specific issue keywords + ACCEPTED: grounded evidence,apple_035288,other_unclear,True,@115858 @AppleSupport so aaaaa what’s up with this “A ?” crapola? I️,"@513513 Hi. We are here to help. Check out this link which should help:

https://t.co/xU1AGHStV6",0
132,2001552,apple_041854,@115858 what’s up with the 8S Plus not autolocking? Pretty annoying... sounds like a common problem.,other_unclear,other_unclear,0.14258065121902552,4,0.4612854284058914,0.28819448563470645,0.28819448563470645,0.4612854284058914,1.0,troubleshooting guidance + support resource link,True,False,0.587,0.5,intent alignment without specific issue keywords,[],False,[],False,True,intent agreement + problem: intent alignment without specific issue keywords + ACCEPTED: grounded evidence,apple_035484,other_unclear,True,@AppleSupport what’s up with the I️ thing?,@497981 We'd love to help! Check out this article for information on a workaround: https://t.co/xXaXeeSRt9,0
132,2001552,apple_041854,@115858 what’s up with the 8S Plus not autolocking? Pretty annoying... sounds like a common problem.,other_unclear,other_unclear,0.14258065121902552,5,0.4608574194966679,0.2870084894619927,0.2870084894619927,0.4608574194966679,1.0,troubleshooting guidance + support resource link,True,False,0.5868,0.5,intent alignment without specific issue keywords,[],False,[],False,True,intent agreement + problem: intent alignment without specific issue keywords + ACCEPTED: grounded evidence,apple_045911,other_unclear,True,@AppleSupport what’s up with this i️,@487793 Thanks for reaching out to us. Check out our article here for assistance regarding this issue: https://t.co/uQeXsrrlXJ,0
133,1772937,,@532860 @115858 Yep. It’s still messed up for me.,other_unclear,other_unclear,0.14137069311029266,1,0.7290000000000001,1.0000000000000002,1.0000000000000002,0.7290000000000001,0.75,support resource link,False,False,0.74,0.5,intent alignment without specific issue keywords,[],False,[],False,True,intent agreement + problem: intent alignment without specific issue keywords + ACCEPTED: grounded evidence,,other_unclear,True,@532860 @115858 Yep. It’s still messed up for me.,@223543 We'd like to help find the best solution for issues you are having. DM us what iOS 11 version you're on. https://t.co/GDrqU22YpT,2
133,1772937,,@532860 @115858 Yep. It’s still messed up for me.,other_unclear,other_unclear,0.14137069311029266,2,0.5341145491649284,0.5342959123036877,0.5342959123036877,0.5341145491649284,0.75,support resource link,False,False,0.6236,0.5,intent alignment without specific issue keywords,[],False,[],False,True,intent agreement + problem: intent alignment without specific issue keywords + ACCEPTED: grounded evidence,apple_054890,other_unclear,True,Updated my phone and it’s still messed up tf @115858 🤬,@274113 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,2
133,1772937,,@532860 @115858 Yep. It’s still messed up for me.,other_unclear,other_unclear,0.14137069311029266,3,0.5240817440835794,0.46433945292484,0.46433945292484,0.5240817440835794,0.95,diagnostic questions + support resource link,True,False,0.6261,0.5,intent alignment without specific issue keywords,[],False,[],False,True,intent agreement + problem: intent alignment without specific issue keywords + ACCEPTED: grounded evidence,apple_054206,other_unclear,True,@AppleSupport WHY IS THE I still messed up 🙃,"@670003 We'd love to help! Which version of iOS 11 are you updated to? Do you see this when you type, or when you read what others type? Send us a DM to let us know. https://t.co/GDrqU22YpT",1
133,1772937,,@532860 @115858 Yep. It’s still messed up for me.,other_unclear,other_unclear,0.14137069311029266,4,0.4738422924379496,0.4109729559226301,0.4109729559226301,0.4738422924379496,0.75,support resource link,False,False,0.5927,0.5,intent alignment without specific issue keywords,[],False,[],False,True,intent agreement + problem: intent alignment without specific issue keywords + ACCEPTED: grounded evidence,,other_unclear,True,@171874 @115858 My calendar is still messed up.,@223543 We'd like to help find the best solution for issues you are having. DM us what iOS 11 version you're on. https://t.co/GDrqU22YpT,1
133,1772937,,@532860 @115858 Yep. It’s still messed up for me.,other_unclear,other_unclear,0.14137069311029266,5,0.455720508776712,0.2741947676375858,0.2741947676375858,0.455720508776712,1.0,troubleshooting guidance + diagnostic questions,True,False,0.5835,0.5,intent alignment without specific issue keywords,[],False,[],False,True,intent agreement + problem: intent alignment without specific issue keywords + ACCEPTED: grounded evidence,apple_022012,other_unclear,True,@AppleSupport It's still 10.3.3 https://t.co/b6971QBzo3,@662956 Let's see how we can help. What happens when you try to update your iPhone? What is the current iOS version you have installed? You'll see this in Settings &gt; General &gt; About.,0
134,1119366,apple_049820,@AppleSupport WiFi and streaming.,wifi_connectivity,wifi_connectivity,1.0,1,0.574037787895123,0.4498783918141277,0.4498783918141277,0.574037787895123,0.85,troubleshooting guidance,True,False,0.7475,0.7,intent and entity alignment (wifi),['wifi'],False,['wifi'],False,True,intent agreement + entity overlap (wifi) + problem: intent and entity alignment (wifi) + ACCEPTED: grounded evidence,apple_001395,wifi_connectivity,True,"@AppleSupport Streaming, and yes it happens on WiFi and cellular,",@461368 We're happy to help. Are the videos downloaded for offline play or streaming? Does it happen on both Wi-Fi &amp; cellular data?,2
134,1119366,apple_049820,@AppleSupport WiFi and streaming.,wifi_connectivity,wifi_connectivity,1.0,2,0.5341085883909253,0.37324066102079073,0.37324066102079073,0.5341085883909253,0.85,troubleshooting guidance,True,False,0.7283,0.7,intent and entity alignment (wifi),['wifi'],False,['wifi'],False,True,intent agreement + entity overlap (wifi) + problem: intent and entity alignment (wifi) + ACCEPTED: grounded evidence,apple_075821,wifi_connectivity,True,@AppleSupport I’ve been on Wi-Fi and Vodaphone,@579882 That’s not what we want to hear. Let's resolve this. Can you start by confirming what cellular signal you receive underground?,2
